shipment_id,order_date,region,transport_mode,shipment_type,shipment_volume_kg,distance_km,estimated_delivery_days,actual_delivery_days,delivery_delay_days,transportation_cost,handling_cost,fuel_surcharge,total_cost,weather_condition,traffic_level,on_time_delivery,customer_rating
SHP100385,2025-10-22,West,Road,Standard,105.89,1185,22.66,24.75,2.09,2195.89,317.67,145.1,2633.23,Normal,High,No,4.4
SHP100386,2025-11-29,South,Rail,Bulk,62.81,289,4.1,4.93,0.83,208.75,251.24,15.75,454.44,Normal,Medium,No,4.0
SHP100387,2025-12-26,North,Road,Standard,27.18,836,16.36,16.13,-0.23,397.64,81.54,59.09,440.29,Normal,Low,Yes,5.0
SHP100388,2025-04-01,West,Road,Bulk,51.95,566,11.32,11.03,-0.29,514.56,207.8,52.57,778.14,Normal,Low,Yes,4.7
SHP100389,2025-04-25,West,Air,Bulk,63.93,460,1.38,2.76,1.38,1411.57,255.72,194.88,1830.27,Normal,Low,No,4.8
SHP100390,2025-06-08,West,Rail,Fragile,171.14,724,8.9,10.13,1.23,1424.91,1197.98,194.34,2845.6,Normal,Medium,No,4.6
SHP100391,2025-09-15,South,Sea,Bulk,16.68,673,20.72,23.88,3.16,95.42,66.72,10.12,205.2,Adverse,Medium,No,3.9
SHP100392,2025-12-04,South,Road,Express,52.06,416,8.87,8.4,-0.47,379.0,156.18,46.84,590.13,Normal,Low,Yes,5.0
SHP100393,2025-03-31,West,Road,Standard,74.4,406,8.16,7.57,-0.59,528.61,223.2,40.89,801.21,Normal,Medium,Yes,5.0
SHP100394,2025-09-02,South,Air,Express,56.71,274,1.34,1.02,-0.32,745.85,170.13,90.96,1012.67,Normal,Low,Yes,4.6
SHP100395,2025-10-25,West,Rail,Express,60.17,769,9.35,9.51,0.16,532.11,180.51,44.97,733.08,Normal,Medium,Yes,4.5
SHP100396,2025-01-31,West,Road,Standard,34.01,326,6.64,7.19,0.55,194.03,102.03,26.17,300.71,Normal,Medium,No,4.7
SHP100397,2025-11-13,South,Road,Express,87.04,651,13.34,13.15,-0.19,991.6,261.12,66.97,1366.0,Normal,Medium,Yes,4.7
SHP100398,2025-12-24,West,Road,Bulk,54.53,900,17.38,18.1,0.72,858.85,218.12,111.29,1213.99,Normal,Medium,No,5.0
SHP100399,2025-11-08,West,Sea,Standard,60.05,729,22.59,24.73,2.14,372.1,180.15,25.67,585.14,Normal,High,No,3.8
SHP100400,2025-08-16,North,Road,Fragile,92.01,437,9.18,8.54,-0.64,703.65,644.07,98.02,1466.74,Normal,Low,Yes,4.8
SHP100401,2025-12-05,West,Road,Bulk,44.78,1072,20.3,19.31,-0.99,840.07,179.12,73.4,1090.46,Normal,Medium,Yes,4.9
SHP100402,2025-05-08,East,Road,Bulk,102.81,519,10.7,12.4,1.7,933.77,411.24,111.02,1462.51,Normal,Medium,No,4.5
SHP100403,2025-09-27,West,Road,Bulk,24.51,312,6.92,6.45,-0.47,133.82,98.04,13.9,266.57,Normal,Medium,Yes,4.1
SHP100404,2025-09-27,South,Road,Express,61.94,556,11.6,12.5,0.9,602.68,185.82,56.03,771.93,Normal,High,No,4.1
SHP100405,2025-07-28,West,Road,Bulk,32.8,898,17.66,18.85,1.19,515.45,131.2,60.87,739.24,Normal,Medium,No,5.0
SHP100406,2025-06-27,South,Road,Fragile,27.99,449,9.05,10.1,1.05,219.93,195.93,31.95,477.01,Normal,Medium,No,4.4
SHP100407,2025-11-02,North,Air,Standard,134.47,1054,2.27,2.21,-0.06,6803.11,403.41,433.45,7612.65,Normal,Low,Yes,5.0
SHP100408,2025-07-10,West,Road,Express,25.28,426,8.84,9.3,0.46,188.46,75.84,26.89,334.74,Normal,Medium,Yes,5.0
SHP100409,2025-12-23,North,Road,Fragile,55.13,459,9.98,12.69,2.71,442.83,385.91,50.84,801.98,Normal,Low,No,3.7
SHP100410,2025-03-09,South,Sea,Standard,24.13,366,11.87,13.29,1.42,75.07,72.39,9.96,169.77,Normal,Low,No,3.6
SHP100411,2025-11-23,West,Rail,Express,99.43,947,11.27,11.12,-0.15,1082.84,298.29,102.38,1484.91,Normal,Medium,Yes,4.5
SHP100412,2025-09-24,West,Road,Express,42.27,631,12.47,13.71,1.24,466.77,126.81,47.83,630.57,Normal,Medium,No,3.8
SHP100413,2025-09-27,East,Road,Standard,91.75,379,7.97,8.37,0.4,608.53,275.25,84.1,968.56,Normal,Low,Yes,5.0
SHP100414,2025-12-28,East,Road,Express,73.04,523,10.52,10.9,0.38,668.5,219.12,65.07,973.08,Normal,Medium,Yes,5.0
SHP100415,2025-12-26,South,Rail,Fragile,157.54,120,2.43,2.8,0.37,217.41,1102.78,23.51,1280.5,Normal,Medium,Yes,4.4
SHP100416,2025-05-08,South,Sea,Express,21.32,997,29.65,30.01,0.36,180.68,63.96,11.17,290.84,Normal,Low,Yes,4.8
SHP100417,2025-09-21,South,Rail,Standard,29.7,592,7.58,8.81,1.23,202.2,89.1,15.02,291.96,Adverse,Medium,No,4.5
SHP100418,2025-08-09,East,Rail,Standard,89.11,173,2.93,3.03,0.1,177.28,267.33,20.88,501.03,Normal,Medium,Yes,5.0
SHP100419,2025-08-30,West,Air,Standard,63.57,292,1.19,1.0,-0.19,891.0,190.71,110.95,1215.18,Normal,Medium,Yes,4.7
SHP100420,2025-09-01,West,Road,Bulk,46.62,515,10.57,12.07,1.5,420.16,186.48,47.24,638.8,Normal,Medium,No,5.0
SHP100421,2025-01-19,West,Road,Standard,141.98,316,6.69,6.48,-0.21,785.15,425.94,57.24,1265.55,Normal,Medium,Yes,5.0
SHP100422,2025-06-04,North,Rail,Express,53.02,1006,11.93,11.72,-0.21,613.39,159.06,61.39,833.12,Normal,Medium,Yes,5.0
SHP100423,2025-08-17,South,Sea,Standard,33.53,818,25.02,26.84,1.82,233.13,100.59,21.44,411.38,Normal,High,No,3.9
SHP100424,2025-02-27,North,Road,Standard,92.34,792,15.62,15.9,0.28,1279.83,277.02,133.88,1650.82,Normal,Medium,Yes,4.5
SHP100425,2025-10-08,East,Rail,Bulk,54.01,155,2.61,2.82,0.21,96.27,216.04,13.32,310.3,Normal,Low,Yes,5.0
SHP100426,2025-02-14,South,Road,Fragile,56.35,487,10.4,12.33,1.93,480.24,394.45,62.35,881.67,Normal,Medium,No,3.9
SHP100427,2025-04-12,West,Road,Standard,76.38,443,9.4,11.65,2.25,592.14,229.14,40.0,865.62,Normal,High,No,4.0
SHP100428,2025-02-17,South,Road,Express,77.99,385,8.25,7.96,-0.29,525.46,233.97,73.63,811.24,Adverse,Low,Yes,4.3
SHP100429,2025-02-19,North,Road,Standard,29.46,517,10.14,12.09,1.95,266.54,88.38,27.31,364.65,Adverse,High,No,3.9
SHP100430,2025-03-22,North,Air,Express,45.12,350,1.0,1.07,0.07,758.02,135.36,96.23,1041.57,Normal,High,Yes,4.9
SHP100431,2025-10-27,West,Road,Express,22.9,732,14.41,14.1,-0.31,293.35,68.7,21.3,354.53,Normal,Low,Yes,5.0
SHP100432,2025-02-28,East,Rail,Standard,64.09,991,11.32,12.51,1.19,730.4,192.27,87.91,1005.0,Normal,High,No,4.0
SHP100433,2025-06-10,North,Air,Standard,133.18,945,1.58,1.7,0.12,6041.04,399.54,490.95,6915.49,Normal,Medium,Yes,4.3
SHP100434,2025-04-13,North,Sea,Standard,30.18,603,18.66,19.04,0.38,154.69,90.54,15.38,246.76,Normal,High,Yes,5.0
SHP100435,2025-11-30,East,Road,Bulk,20.43,1952,36.66,36.5,-0.16,697.89,81.72,42.93,919.55,Normal,Medium,Yes,5.0
SHP100436,2025-10-01,North,Road,Bulk,36.7,1217,23.45,24.73,1.28,781.62,146.8,57.56,925.26,Normal,Medium,No,3.6
SHP100437,2025-07-02,West,Road,Standard,46.39,615,12.33,16.01,3.68,499.27,139.17,34.09,695.08,Adverse,Medium,No,2.6
SHP100438,2025-04-26,East,Sea,Fragile,78.37,499,15.82,15.27,-0.55,332.41,548.59,27.12,993.07,Normal,Medium,Yes,5.0
SHP100439,2025-12-28,North,Sea,Standard,43.71,1357,40.17,39.91,-0.26,504.17,131.13,34.79,707.86,Normal,Low,Yes,5.0
SHP100440,2025-09-24,North,Road,Standard,64.72,1131,21.77,22.76,0.99,1280.97,194.16,156.63,1633.4,Normal,Medium,No,5.0
SHP100441,2025-06-13,West,Air,Fragile,39.82,299,1.0,1.67,0.67,571.5,278.74,35.78,844.97,Normal,Low,No,4.2
SHP100442,2025-05-23,South,Road,Bulk,47.83,1181,23.04,22.85,-0.19,988.53,191.32,114.27,1339.78,Normal,Medium,Yes,5.0
SHP100443,2025-11-14,South,Rail,Bulk,32.89,597,7.3,7.62,0.32,225.81,131.56,16.41,406.58,Normal,Medium,Yes,4.0
SHP100444,2025-10-31,West,Road,Express,27.14,405,8.6,9.24,0.64,192.35,81.42,27.9,248.14,Normal,Medium,No,4.9
SHP100445,2025-04-04,West,Air,Standard,79.88,219,1.0,2.56,1.56,839.7,239.64,120.9,1189.03,Adverse,Medium,No,5.0
SHP100446,2025-09-07,West,Road,Fragile,41.41,561,11.04,11.7,0.66,406.54,289.87,32.64,686.84,Normal,Low,No,4.8
SHP100447,2025-12-09,West,Air,Standard,67.3,646,1.89,1.87,-0.02,2086.84,201.9,240.61,2429.26,Normal,Low,Yes,4.7
SHP100448,2025-11-02,South,Air,Express,32.59,1556,3.09,2.67,-0.42,2434.08,97.77,152.18,2641.0,Normal,Low,Yes,5.0
SHP100449,2025-11-12,North,Air,Standard,53.21,1100,1.66,2.71,1.05,2809.49,159.63,404.18,3376.98,Normal,Medium,No,4.7
SHP100450,2025-08-28,West,Road,Express,14.08,472,9.87,10.69,0.82,116.3,42.24,12.45,191.3,Normal,High,No,4.7
SHP100451,2025-02-28,East,Road,Standard,43.18,805,15.7,14.9,-0.8,608.3,129.54,38.86,765.38,Normal,Low,Yes,4.9
SHP100452,2025-01-15,South,Road,Standard,34.62,1024,19.72,22.7,2.98,620.39,103.86,56.35,828.69,Normal,High,No,3.8
SHP100453,2025-10-12,West,Road,Bulk,97.29,681,13.67,14.31,0.64,1159.45,389.16,77.59,1662.23,Normal,Medium,No,4.4
SHP100454,2025-07-22,North,Road,Standard,24.71,471,10.03,8.35,-1.68,203.67,74.13,19.42,292.84,Normal,Medium,Yes,5.0
SHP100455,2025-08-25,South,Sea,Express,48.94,485,15.24,16.64,1.4,201.76,146.82,24.27,364.0,Normal,Medium,No,4.4
SHP100456,2025-10-23,North,Rail,Standard,63.66,804,9.62,11.82,2.2,588.6,190.98,60.21,853.18,Normal,High,No,4.5
SHP100457,2025-10-14,South,Road,Standard,90.06,816,16.13,16.5,0.37,1286.06,270.18,121.58,1677.19,Normal,Low,Yes,4.6
SHP100458,2025-03-14,North,Road,Standard,83.48,553,11.4,12.31,0.91,807.88,250.44,57.14,1065.56,Normal,Medium,No,4.5
SHP100459,2025-08-02,North,Road,Standard,51.12,154,3.75,5.88,2.13,137.77,153.36,11.3,292.09,Normal,Medium,No,4.4
SHP100460,2025-01-11,North,Rail,Bulk,55.17,320,4.79,4.72,-0.07,203.03,220.68,14.01,461.01,Normal,Medium,Yes,4.9
SHP100461,2025-12-03,East,Road,Standard,97.24,914,17.66,18.97,1.31,1555.35,291.72,206.36,2099.45,Normal,High,No,4.4
SHP100462,2025-08-13,West,Sea,Bulk,50.58,201,7.48,9.36,1.88,86.42,202.32,6.24,328.58,Normal,Low,No,4.0
SHP100463,2025-11-14,East,Road,Express,58.45,1247,23.99,26.14,2.15,1275.53,175.35,144.88,1607.45,Normal,Medium,No,4.0
SHP100464,2025-07-22,West,Sea,Express,98.96,1149,34.48,34.59,0.11,966.49,296.88,87.8,1402.18,Normal,Medium,Yes,5.0
SHP100465,2025-08-19,South,Air,Express,169.37,665,1.27,3.28,2.01,5406.29,508.11,434.33,6363.57,Normal,Medium,No,4.9
SHP100466,2025-02-20,South,Road,Express,61.21,903,17.19,18.23,1.04,967.27,183.63,113.7,1261.51,Normal,Medium,No,3.8
SHP100467,2025-02-26,West,Sea,Fragile,70.45,869,26.32,28.62,2.3,520.38,493.15,52.63,1117.91,Normal,Medium,No,3.4
SHP100468,2025-05-12,North,Road,Standard,82.14,610,12.29,14.11,1.82,876.84,246.42,84.19,1232.66,Normal,High,No,4.1
SHP100469,2025-10-07,West,Air,Standard,98.45,305,1.0,1.64,0.64,1441.31,295.35,163.38,1945.61,Normal,Medium,No,4.7
SHP100470,2025-10-24,North,Road,Bulk,91.27,1107,21.56,24.83,3.27,1768.13,365.08,184.26,2275.91,Normal,High,No,3.4
SHP100471,2025-11-01,West,Air,Bulk,38.08,1409,2.55,2.83,0.28,2575.43,152.32,224.87,2922.51,Normal,Medium,Yes,4.6
SHP100472,2025-08-13,North,Air,Bulk,63.46,334,1.0,2.82,1.82,1017.39,253.84,112.23,1354.86,Normal,Low,No,3.6
SHP100473,2025-06-23,West,Air,Standard,91.61,299,1.01,2.66,1.65,1314.79,274.83,158.11,1754.09,Normal,Low,No,4.0
SHP100474,2025-10-19,East,Air,Fragile,109.61,603,1.48,3.27,1.79,3172.55,767.27,197.97,4201.65,Normal,Low,No,4.6
SHP100475,2025-09-23,West,Road,Express,48.99,461,9.4,9.74,0.34,395.23,146.97,40.28,542.62,Normal,Medium,Yes,4.9
SHP100476,2025-09-04,North,Road,Express,62.62,704,14.31,14.91,0.6,771.48,187.86,50.29,1041.32,Normal,Medium,No,5.0
SHP100477,2025-03-19,East,Road,Standard,66.58,1263,24.72,24.1,-0.62,1471.58,199.74,112.98,1742.22,Normal,Medium,Yes,4.7
SHP100478,2025-05-15,West,Road,Express,54.17,189,4.36,4.4,0.04,179.17,162.51,19.79,435.58,Normal,Medium,Yes,5.0
SHP100479,2025-05-20,East,Rail,Standard,61.74,1551,17.99,18.49,0.5,1101.23,185.22,151.92,1382.48,Normal,Low,Yes,4.5
SHP100480,2025-12-08,East,Road,Standard,13.64,520,10.74,9.6,-1.14,124.12,40.92,17.31,208.26,Normal,Low,Yes,5.0
SHP100481,2025-09-10,East,Sea,Bulk,225.36,861,26.67,26.73,0.06,1649.3,901.44,109.34,2690.89,Normal,Low,Yes,4.9
SHP100482,2025-06-25,South,Rail,Standard,47.86,913,10.76,12.72,1.96,502.51,143.58,49.1,716.89,Normal,Medium,No,3.9
SHP100483,2025-03-01,East,Air,Standard,49.94,974,1.66,1.54,-0.12,2334.79,149.82,262.6,2716.51,Normal,Low,Yes,5.0
SHP100484,2025-12-18,East,Road,Standard,19.16,673,13.2,14.03,0.83,225.66,57.48,16.53,262.69,Normal,Low,No,4.9
SHP100485,2025-09-11,West,Air,Bulk,17.31,765,1.88,3.83,1.95,635.62,69.24,81.92,831.32,Normal,High,No,5.0
SHP100486,2025-01-08,North,Sea,Express,69.14,762,23.09,24.04,0.95,447.82,207.42,56.86,748.8,Normal,High,No,4.9
SHP100487,2025-04-17,South,Road,Standard,91.81,460,9.35,10.17,0.82,739.07,275.43,104.43,1155.15,Adverse,Low,No,4.9
SHP100488,2025-06-20,West,Rail,Fragile,82.9,247,3.6,4.83,1.23,235.48,580.3,14.31,870.54,Normal,Medium,No,5.0
SHP100489,2025-02-27,West,Air,Bulk,32.54,332,1.0,1.0,0.0,518.56,130.16,41.23,636.18,Normal,Medium,Yes,5.0
SHP100490,2025-12-03,South,Road,Standard,80.29,614,12.63,14.59,1.96,862.72,240.87,115.99,1164.77,Normal,High,No,4.1
SHP100491,2025-12-08,East,Road,Fragile,49.5,422,8.9,9.91,1.01,365.56,346.5,44.0,732.56,Normal,Medium,No,4.7
SHP100492,2025-10-17,South,Road,Fragile,42.91,422,8.93,10.42,1.49,316.89,300.37,44.52,644.99,Normal,Low,No,4.7
SHP100493,2025-03-25,North,Road,Express,23.28,1749,32.97,35.82,2.85,712.54,69.84,46.42,808.28,Adverse,Medium,No,4.3
SHP100494,2025-04-27,South,Road,Standard,34.91,1042,19.82,20.09,0.27,636.58,104.73,72.4,823.42,Normal,Medium,Yes,4.2
SHP100495,2025-07-19,South,Road,Bulk,70.01,566,11.44,11.9,0.46,693.45,280.04,77.12,1089.64,Normal,Low,Yes,3.9
SHP100496,2025-01-22,East,Road,Express,63.09,941,18.32,18.88,0.56,1038.93,189.27,65.67,1283.59,Normal,Medium,No,5.0
SHP100497,2025-08-07,North,Road,Standard,58.11,516,10.47,12.05,1.58,524.73,174.33,55.74,726.26,Normal,Medium,No,3.9
SHP100498,2025-08-14,West,Sea,Express,13.23,691,20.85,21.3,0.45,77.71,39.69,8.93,154.77,Normal,Medium,Yes,4.1
SHP100499,2025-09-28,West,Road,Standard,58.44,829,15.99,16.22,0.23,847.82,175.32,65.47,1078.74,Normal,Low,Yes,4.1
SHP100500,2025-04-12,East,Sea,Standard,37.76,517,16.26,16.34,0.08,165.94,113.28,14.04,297.01,Adverse,Medium,Yes,5.0
SHP100501,2025-05-25,East,Road,Fragile,63.34,446,9.54,10.2,0.66,494.37,443.38,58.15,984.27,Normal,Low,No,5.0
SHP100502,2025-05-27,South,Road,Standard,100.05,1274,24.78,28.52,3.74,2230.61,300.15,227.85,2770.51,Adverse,Medium,No,3.0
SHP100503,2025-09-18,West,Road,Standard,40.99,911,17.72,18.06,0.34,653.48,122.97,89.67,830.64,Normal,Low,Yes,4.5
SHP100504,2025-10-06,East,Road,Express,56.11,188,4.44,3.58,-0.86,184.6,168.33,16.76,395.12,Normal,Low,Yes,5.0
SHP100505,2025-12-05,North,Road,Standard,141.52,450,9.29,8.91,-0.38,1114.47,424.56,93.61,1631.5,Normal,Medium,Yes,5.0
SHP100506,2025-01-14,West,Rail,Bulk,61.62,423,5.24,5.35,0.11,299.75,246.48,44.55,564.03,Normal,Medium,Yes,4.8
SHP100507,2025-09-23,West,Road,Standard,52.35,462,9.8,11.8,2.0,423.25,157.05,60.1,658.98,Normal,High,No,3.7
SHP100508,2025-10-14,West,Rail,Standard,32.85,1045,12.95,14.05,1.1,394.77,98.55,24.72,491.26,Normal,Medium,No,5.0
SHP100509,2025-05-21,West,Rail,Standard,81.49,657,7.93,5.17,-2.76,615.7,244.47,79.65,914.58,Normal,Low,Yes,5.0
SHP100510,2025-10-20,East,Road,Standard,29.66,303,6.41,6.74,0.33,157.27,88.98,11.0,215.21,Normal,Medium,Yes,4.8
SHP100511,2025-01-31,South,Road,Standard,102.41,526,11.02,11.54,0.52,942.68,307.23,58.89,1249.18,Normal,Medium,No,5.0
SHP100512,2025-06-20,West,Air,Fragile,75.31,876,1.83,3.78,1.95,3166.63,527.17,268.0,3980.51,Adverse,Low,No,3.2
SHP100513,2025-12-21,West,Road,Bulk,38.51,576,11.76,12.95,1.19,388.18,154.04,32.7,615.72,Normal,High,No,4.7
SHP100514,2025-07-24,North,Road,Standard,33.49,456,9.89,10.95,1.06,267.25,100.47,35.74,387.69,Normal,Low,No,4.7
SHP100515,2025-10-18,North,Sea,Express,33.95,780,23.44,24.97,1.53,225.09,101.85,27.9,326.89,Normal,High,No,3.7
SHP100516,2025-04-21,South,Road,Fragile,17.49,1583,29.63,31.13,1.5,484.52,122.43,71.88,615.39,Normal,High,No,3.5
SHP100517,2025-03-09,West,Rail,Bulk,68.24,838,10.07,10.62,0.55,657.63,272.96,81.57,936.09,Normal,Medium,No,4.5
SHP100518,2025-07-02,West,Sea,Express,14.19,1329,39.49,40.51,1.02,160.3,42.57,15.65,243.95,Normal,High,No,4.6
SHP100519,2025-07-15,North,Road,Standard,50.51,473,9.71,10.34,0.63,418.1,151.53,51.39,551.92,Normal,Medium,No,4.8
SHP100520,2025-05-06,East,Road,Standard,48.72,647,13.58,12.44,-1.14,551.63,146.16,82.72,740.47,Normal,Low,Yes,5.0
SHP100521,2025-06-24,South,Road,Fragile,44.02,640,12.76,13.32,0.56,493.02,308.14,61.09,872.18,Normal,Medium,No,4.8
SHP100522,2025-09-19,West,Road,Fragile,67.98,694,13.68,15.21,1.53,825.62,475.86,106.13,1410.75,Normal,Low,No,3.7
SHP100523,2025-10-13,West,Road,Standard,38.57,828,16.29,16.63,0.34,558.88,115.71,80.73,766.69,Normal,Medium,Yes,4.7
SHP100524,2025-06-04,West,Rail,Standard,58.52,392,5.4,5.12,-0.28,263.81,175.56,18.53,458.14,Normal,Medium,Yes,4.5
SHP100525,2025-03-10,South,Road,Bulk,102.4,928,17.89,17.94,0.05,1662.98,409.6,205.26,2265.35,Normal,Medium,Yes,4.9
SHP100526,2025-04-18,South,Road,Fragile,72.37,266,6.0,7.68,1.68,336.88,506.59,46.01,849.66,Normal,Medium,No,4.9
SHP100527,2025-02-04,South,Sea,Bulk,41.87,312,10.66,10.95,0.29,111.04,167.48,16.2,272.52,Normal,Medium,Yes,5.0
SHP100528,2025-12-25,North,Air,Fragile,53.23,2104,3.9,8.56,4.66,5375.8,372.61,424.62,6162.92,Adverse,High,No,2.6
SHP100529,2025-02-13,West,Rail,Standard,44.05,491,6.31,5.81,-0.5,248.73,132.15,26.2,340.92,Normal,Low,Yes,5.0
SHP100530,2025-05-23,West,Road,Express,48.33,971,19.46,18.96,-0.5,821.25,144.99,99.58,1038.29,Normal,Medium,Yes,4.9
SHP100531,2025-07-30,West,Rail,Express,59.51,1654,19.67,19.87,0.2,1131.94,178.53,93.13,1390.57,Normal,Low,Yes,3.7
SHP100532,2025-10-12,West,Road,Standard,22.66,182,4.16,4.48,0.32,72.17,67.98,8.23,124.27,Normal,Medium,Yes,4.3
SHP100533,2025-01-06,East,Road,Express,19.65,1208,22.74,23.29,0.55,415.4,58.95,34.55,496.92,Normal,Low,No,5.0
SHP100534,2025-08-06,West,Road,Fragile,31.25,929,18.29,21.11,2.82,508.05,218.75,45.73,795.93,Adverse,Medium,No,4.1
SHP100535,2025-01-27,West,Sea,Standard,69.74,1602,47.61,48.84,1.23,949.65,209.22,94.71,1281.29,Adverse,Low,No,5.0
SHP100536,2025-08-15,West,Road,Fragile,74.94,339,7.31,8.29,0.98,444.58,524.58,47.85,1069.91,Normal,Low,No,4.7
SHP100537,2025-10-11,North,Road,Express,80.99,1444,27.33,28.22,0.89,2046.62,242.97,205.57,2442.38,Normal,High,No,5.0
SHP100538,2025-02-25,South,Road,Bulk,31.97,433,8.87,9.68,0.81,242.25,127.88,25.29,380.69,Normal,Low,No,4.9
SHP100539,2025-11-06,North,Road,Standard,55.93,1161,22.02,22.61,0.59,1136.36,167.79,98.72,1445.83,Normal,Medium,No,5.0
SHP100540,2025-12-02,West,Air,Standard,42.6,637,1.66,1.16,-0.5,1302.54,127.8,96.79,1466.02,Normal,Low,Yes,5.0
SHP100541,2025-04-15,East,Air,Express,49.45,993,1.83,1.66,-0.17,2356.98,148.35,151.46,2615.63,Normal,Medium,Yes,5.0
SHP100542,2025-01-18,North,Air,Standard,42.18,668,1.5,2.11,0.61,1352.46,126.54,105.0,1562.45,Normal,Medium,No,5.0
SHP100543,2025-07-24,East,Road,Fragile,61.36,236,5.03,7.06,2.03,253.42,429.52,28.48,782.97,Normal,Medium,No,3.8
SHP100544,2025-02-12,East,Road,Fragile,35.87,117,3.58,5.0,1.42,73.44,251.09,9.6,300.03,Normal,Low,No,3.3
SHP100545,2025-03-30,South,Road,Standard,96.34,730,14.62,14.27,-0.35,1230.74,289.02,92.59,1650.29,Normal,Medium,Yes,5.0
SHP100546,2025-03-15,North,Road,Express,96.8,562,11.08,10.81,-0.27,952.03,290.4,66.42,1307.87,Normal,Medium,Yes,5.0
SHP100547,2025-06-06,East,Road,Express,68.57,809,15.97,16.62,0.65,970.78,205.71,123.71,1260.08,Normal,High,No,4.3
SHP100548,2025-09-23,East,Air,Standard,90.35,566,1.27,1.19,-0.08,2454.63,271.05,214.69,3038.36,Normal,Medium,Yes,4.5
SHP100549,2025-05-14,West,Road,Bulk,22.15,1972,36.94,36.19,-0.75,764.4,88.6,111.32,971.13,Normal,Medium,Yes,5.0
SHP100550,2025-03-30,East,Road,Bulk,99.34,738,13.89,14.82,0.93,1282.98,397.36,159.46,1852.96,Normal,Low,No,4.9
SHP100551,2025-08-24,West,Road,Fragile,65.05,508,10.27,10.61,0.34,578.29,455.35,51.7,1104.06,Normal,Low,Yes,5.0
SHP100552,2025-05-12,East,Road,Fragile,37.11,783,15.51,16.58,1.07,508.5,259.77,43.76,828.02,Normal,Low,No,4.1
SHP100553,2025-08-17,East,Road,Express,35.01,513,10.39,10.14,-0.25,314.3,105.03,33.67,528.33,Normal,Low,Yes,4.8
SHP100554,2025-02-03,West,Sea,Bulk,117.52,684,20.99,21.27,0.28,683.26,470.08,45.86,1261.71,Normal,Low,Yes,5.0
SHP100555,2025-03-24,South,Air,Fragile,81.69,333,1.29,2.9,1.61,1305.73,571.83,92.17,1937.13,Adverse,Medium,No,4.3
SHP100556,2025-05-12,North,Sea,Fragile,48.73,647,19.97,21.05,1.08,267.99,341.11,20.32,700.08,Normal,Medium,No,5.0
SHP100557,2025-12-20,North,Road,Bulk,22.0,500,9.77,10.57,0.8,192.5,88.0,24.97,280.97,Normal,High,No,4.5
SHP100558,2025-07-23,West,Road,Standard,102.06,351,7.54,7.52,-0.02,626.9,306.18,66.61,1010.97,Normal,Low,Yes,5.0
SHP100559,2025-10-14,East,Road,Fragile,27.26,1927,36.26,40.65,4.39,919.28,190.82,56.03,1115.32,Adverse,Medium,No,3.0
SHP100560,2025-12-02,East,Road,Standard,43.04,358,7.5,9.12,1.62,269.65,129.12,32.52,467.57,Normal,High,No,3.9
SHP100561,2025-11-12,North,Air,Standard,48.69,652,1.59,4.62,3.03,1523.8,146.07,149.53,1808.65,Adverse,Medium,No,4.1
SHP100562,2025-09-15,North,Road,Standard,34.71,418,8.43,8.55,0.12,253.9,104.13,26.91,344.71,Adverse,Low,Yes,4.5
SHP100563,2025-10-19,North,Road,Bulk,47.48,765,15.07,15.82,0.75,635.64,189.92,50.39,917.54,Normal,Low,No,4.7
SHP100564,2025-05-05,South,Road,Bulk,52.79,322,6.69,7.52,0.83,297.47,211.16,32.62,591.52,Normal,Low,No,4.7
SHP100565,2025-05-31,East,Road,Fragile,46.94,1032,19.89,21.88,1.99,847.74,328.58,125.57,1353.34,Adverse,Medium,No,4.1
SHP100566,2025-12-25,South,Air,Fragile,63.02,1992,3.64,4.91,1.27,6025.72,441.14,401.37,6814.93,Normal,Medium,No,4.9
SHP100567,2025-09-04,South,Road,Express,119.86,410,8.61,8.5,-0.11,860.0,359.58,73.57,1348.22,Normal,Low,Yes,5.0
SHP100568,2025-06-24,West,Road,Bulk,22.64,1269,24.22,25.04,0.82,502.78,90.56,41.16,623.98,Normal,Low,No,4.8
SHP100569,2025-12-23,South,Road,Express,57.79,527,10.79,12.31,1.52,532.97,173.37,43.9,822.04,Normal,Medium,No,4.3
SHP100570,2025-10-29,East,Road,Standard,27.43,1488,28.27,29.73,1.46,714.28,82.29,67.2,885.64,Normal,High,No,5.0
SHP100571,2025-03-21,West,Air,Standard,21.36,2166,3.91,3.53,-0.38,2220.76,64.08,296.76,2590.39,Normal,Medium,Yes,5.0
SHP100572,2025-04-17,South,Sea,Fragile,86.69,572,18.02,18.4,0.38,421.49,606.83,59.92,1088.53,Normal,Medium,Yes,5.0
SHP100573,2025-10-27,East,Sea,Fragile,60.5,282,9.91,11.59,1.68,145.02,423.5,11.34,579.38,Normal,Medium,No,4.6
SHP100574,2025-11-01,West,Air,Standard,20.57,1095,2.13,1.36,-0.77,1081.16,61.71,117.7,1236.79,Normal,Low,Yes,5.0
SHP100575,2025-12-10,West,Road,Standard,47.46,735,14.15,17.03,2.88,610.45,142.38,71.62,787.07,Adverse,Medium,No,3.7
SHP100576,2025-02-27,North,Rail,Bulk,31.3,857,10.54,10.96,0.42,308.48,125.2,33.0,453.98,Normal,Medium,Yes,5.0
SHP100577,2025-04-01,West,Road,Standard,48.39,539,11.34,11.68,0.34,456.44,145.17,45.22,688.51,Normal,High,Yes,5.0
